Transaction ID,Country,Amount (USD),Transaction Type,Date of Transaction,Person Involved,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Financial Institution,Tax Haven Country,Amount (IND),Category_Risk Score,Category_Amt (IND),
TX0000003783,UAE,4157245,Property Purchase,6/7/13 14:00,Person_7088,Finance,USA,FALSE,Illegal,10,4,Bank_383,Singapore,369994805,Large Risk,Large Transaction,
TX0000003784,USA,4732904,Cryptocurrency,6/7/13 15:00,Person_6883,Construction,India,FALSE,Illegal,4,2,Bank_165,Panama,421228456,Less Risk,Large Transaction,
TX0000003785,China,294755,Cryptocurrency,6/7/13 16:00,Person_7530,Finance,UAE,FALSE,Illegal,2,9,Bank_253,Luxembourg,26233195,Less Risk,Large Transaction,
TX0000003786,India,1338450,Property Purchase,6/7/13 17:00,Person_6837,Finance,Switzerland,FALSE,Legal,10,7,Bank_48,Panama,119122050,Large Risk,Large Transaction,
TX0000003787,South Africa,329887,Cryptocurrency,6/7/13 18:00,Person_2130,Oil & Gas,USA,FALSE,Illegal,7,3,Bank_46,Cayman Islands,29359943,Medium Risk,Large Transaction,
TX0000003788,India,4897701,Cryptocurrency,6/7/13 19:00,Person_1548,Oil & Gas,South Africa,FALSE,Illegal,3,9,Bank_305,Singapore,435895389,Less Risk,Large Transaction,
TX0000003789,Switzerland,117079,Offshore Transfer,6/7/13 20:00,Person_9943,Casinos,China,FALSE,Illegal,3,3,Bank_386,Bahamas,10420031,Less Risk,Large Transaction,
TX0000003790,Brazil,2418275,Stocks Transfer,6/7/13 21:00,Person_9403,Luxury Goods,China,TRUE,Legal,9,7,Bank_195,Luxembourg,215226475,Large Risk,Large Transaction,
TX0000003791,UK,4547305,Property Purchase,6/7/13 22:00,Person_3170,Arms Trade,UK,FALSE,Legal,9,0,Bank_260,Singapore,404710145,Large Risk,Large Transaction,
TX0000003792,India,1799641,Cash Withdrawal,6/7/13 23:00,Person_5557,Construction,India,FALSE,Illegal,6,1,Bank_120,Singapore,160168049,Medium Risk,Large Transaction,
TX0000003793,China,4790554,Cryptocurrency,6/8/13 0:00,Person_4755,Oil & Gas,USA,TRUE,Illegal,6,2,Bank_184,Singapore,426359306,Medium Risk,Large Transaction,
TX0000003794,Singapore,1795643,Cryptocurrency,6/8/13 1:00,Person_4715,Arms Trade,UK,TRUE,Illegal,10,3,Bank_116,Bahamas,159812227,Large Risk,Large Transaction,
TX0000003795,Brazil,3546692,Offshore Transfer,6/8/13 2:00,Person_2116,Construction,UK,FALSE,Illegal,10,5,Bank_17,Luxembourg,315655588,Large Risk,Large Transaction,
TX0000003796,USA,409625,Property Purchase,6/8/13 3:00,Person_6361,Arms Trade,Russia,FALSE,Illegal,3,4,Bank_249,Singapore,36456625,Less Risk,Large Transaction,
TX0000003797,USA,1308688,Cryptocurrency,6/8/13 4:00,Person_9209,Oil & Gas,China,FALSE,Illegal,1,0,Bank_184,Switzerland,116473232,Less Risk,Large Transaction,
TX0000003798,Brazil,1975864,Cryptocurrency,6/8/13 5:00,Person_6576,Luxury Goods,Singapore,TRUE,Illegal,2,8,Bank_455,Panama,175851896,Less Risk,Large Transaction,
TX0000003799,India,498082,Cryptocurrency,6/8/13 6:00,Person_1861,Casinos,UAE,FALSE,Illegal,6,5,Bank_231,Switzerland,44329298,Medium Risk,Large Transaction,
TX0000003800,Russia,4958461,Stocks Transfer,6/8/13 7:00,Person_7922,Luxury Goods,UAE,FALSE,Illegal,5,4,Bank_159,Cayman Islands,441303029,Medium Risk,Large Transaction,
TX0000003801,USA,306852,Stocks Transfer,6/8/13 8:00,Person_4144,Arms Trade,UK,FALSE,Legal,8,0,Bank_352,Switzerland,27309828,Medium Risk,Large Transaction,
TX0000003802,Switzerland,681632,Offshore Transfer,6/8/13 9:00,Person_5104,Casinos,USA,FALSE,Illegal,9,7,Bank_116,Panama,60665248,Large Risk,Large Transaction,
TX0000003803,Switzerland,4311980,Offshore Transfer,6/8/13 10:00,Person_4877,Luxury Goods,South Africa,FALSE,Illegal,10,6,Bank_34,Bahamas,383766220,Large Risk,Large Transaction,
TX0000003804,UAE,1249193,Cryptocurrency,6/8/13 11:00,Person_8252,Luxury Goods,USA,FALSE,Illegal,1,4,Bank_175,Luxembourg,111178177,Less Risk,Large Transaction,
TX0000003805,Switzerland,4669020,Property Purchase,6/8/13 12:00,Person_6661,Luxury Goods,India,FALSE,Illegal,4,1,Bank_288,Switzerland,415542780,Less Risk,Large Transaction,
TX0000003806,Russia,3871539,Property Purchase,6/8/13 13:00,Person_3500,Casinos,South Africa,TRUE,Illegal,7,2,Bank_101,Cayman Islands,344566971,Medium Risk,Large Transaction,
TX0000003807,Russia,2905311,Stocks Transfer,6/8/13 14:00,Person_4777,Arms Trade,Brazil,FALSE,Illegal,10,0,Bank_267,Singapore,258572679,Large Risk,Large Transaction,
TX0000003808,Russia,1191790,Cryptocurrency,6/8/13 15:00,Person_5197,Casinos,USA,TRUE,Illegal,1,0,Bank_124,Singapore,106069310,Less Risk,Large Transaction,
TX0000003809,UK,3677633,Stocks Transfer,6/8/13 16:00,Person_4954,Real Estate,Switzerland,FALSE,Illegal,2,0,Bank_142,Switzerland,327309337,Less Risk,Large Transaction,
TX0000003810,China,2759662,Property Purchase,6/8/13 17:00,Person_3488,Oil & Gas,Switzerland,FALSE,Illegal,8,0,Bank_352,Panama,245609918,Medium Risk,Large Transaction,
TX0000003811,South Africa,719975,Property Purchase,6/8/13 18:00,Person_6643,Oil & Gas,UAE,FALSE,Legal,9,9,Bank_128,Cayman Islands,64077775,Large Risk,Large Transaction,
TX0000003812,Brazil,1465047,Stocks Transfer,6/8/13 19:00,Person_1107,Casinos,UK,TRUE,Illegal,8,5,Bank_246,Panama,130389183,Medium Risk,Large Transaction,
TX0000003813,UK,583208,Property Purchase,6/8/13 20:00,Person_5245,Finance,USA,FALSE,Illegal,4,4,Bank_132,Luxembourg,51905512,Less Risk,Large Transaction,
TX0000003814,South Africa,3016925,Cryptocurrency,6/8/13 21:00,Person_3711,Casinos,India,FALSE,Illegal,3,6,Bank_65,Singapore,268506325,Less Risk,Large Transaction,
TX0000003815,China,4879397,Cryptocurrency,6/8/13 22:00,Person_5315,Arms Trade,India,FALSE,Illegal,8,3,Bank_164,Bahamas,434266333,Medium Risk,Large Transaction,
TX0000003816,South Africa,3049788,Offshore Transfer,6/8/13 23:00,Person_210,Luxury Goods,South Africa,FALSE,Illegal,4,3,Bank_35,Panama,271431132,Less Risk,Large Transaction,
TX0000003817,India,3796117,Property Purchase,6/9/13 0:00,Person_3303,Construction,Switzerland,FALSE,Legal,2,5,Bank_447,Panama,337854413,Less Risk,Large Transaction,
TX0000003818,Russia,1382578,Offshore Transfer,6/9/13 1:00,Person_3041,Oil & Gas,China,FALSE,Legal,4,0,Bank_363,Switzerland,123049442,Less Risk,Large Transaction,
TX0000003819,Brazil,2960905,Property Purchase,6/9/13 2:00,Person_3366,Luxury Goods,Brazil,FALSE,Illegal,10,0,Bank_302,Luxembourg,263520545,Large Risk,Large Transaction,
TX0000003820,China,2597923,Property Purchase,6/9/13 3:00,Person_4934,Casinos,South Africa,FALSE,Illegal,8,7,Bank_83,Switzerland,231215147,Medium Risk,Large Transaction,
TX0000003821,Switzerland,4107329,Offshore Transfer,6/9/13 4:00,Person_451,Oil & Gas,Singapore,FALSE,Illegal,10,7,Bank_239,Cayman Islands,365552281,Large Risk,Large Transaction,
TX0000003822,USA,3344312,Property Purchase,6/9/13 5:00,Person_5063,Finance,Switzerland,FALSE,Illegal,3,3,Bank_397,Switzerland,297643768,Less Risk,Large Transaction,
TX0000003823,Brazil,2453322,Stocks Transfer,6/9/13 6:00,Person_3796,Finance,China,FALSE,Illegal,9,8,Bank_88,Singapore,218345658,Large Risk,Large Transaction,
TX0000003824,China,2444240,Cryptocurrency,6/9/13 7:00,Person_5991,Finance,Switzerland,FALSE,Illegal,8,5,Bank_100,Panama,217537360,Medium Risk,Large Transaction,
TX0000003825,Singapore,2226067,Property Purchase,6/9/13 8:00,Person_2557,Luxury Goods,South Africa,TRUE,Illegal,4,0,Bank_157,Singapore,198119963,Less Risk,Large Transaction,
TX0000003826,Russia,4490684,Cryptocurrency,6/9/13 9:00,Person_559,Oil & Gas,India,TRUE,Illegal,1,0,Bank_409,Luxembourg,399670876,Less Risk,Large Transaction,
TX0000003827,India,1148684,Cash Withdrawal,6/9/13 10:00,Person_4671,Luxury Goods,USA,TRUE,Illegal,5,6,Bank_192,Switzerland,102232876,Medium Risk,Large Transaction,
TX0000003828,Singapore,4568430,Cash Withdrawal,6/9/13 11:00,Person_6060,Casinos,South Africa,FALSE,Illegal,6,5,Bank_108,Panama,406590270,Medium Risk,Large Transaction,
TX0000003829,India,4651204,Property Purchase,6/9/13 12:00,Person_3380,Arms Trade,China,FALSE,Illegal,2,3,Bank_246,Panama,413957156,Less Risk,Large Transaction,
TX0000003830,India,3158863,Cryptocurrency,6/9/13 13:00,Person_9850,Arms Trade,South Africa,FALSE,Illegal,10,5,Bank_259,Bahamas,281138807,Large Risk,Large Transaction,
TX0000003831,UK,2528428,Property Purchase,6/9/13 14:00,Person_8680,Casinos,USA,FALSE,Legal,7,2,Bank_440,Panama,225030092,Medium Risk,Large Transaction,
TX0000003832,Singapore,10259,Property Purchase,6/9/13 15:00,Person_1649,Oil & Gas,South Africa,FALSE,Illegal,10,7,Bank_266,Switzerland,913051,Large Risk,Small Transaction,
TX0000003833,Russia,3232124,Cryptocurrency,6/9/13 16:00,Person_7958,Oil & Gas,USA,FALSE,Illegal,4,4,Bank_22,Luxembourg,287659036,Less Risk,Large Transaction,
TX0000003834,UK,4336998,Stocks Transfer,6/9/13 17:00,Person_8312,Arms Trade,South Africa,FALSE,Legal,9,0,Bank_383,Cayman Islands,385992822,Large Risk,Large Transaction,
TX0000003835,USA,2450718,Offshore Transfer,6/9/13 18:00,Person_2617,Arms Trade,Singapore,FALSE,Illegal,1,8,Bank_350,Cayman Islands,218113902,Less Risk,Large Transaction,
TX0000003836,India,1360711,Offshore Transfer,6/9/13 19:00,Person_6151,Oil & Gas,South Africa,FALSE,Illegal,10,0,Bank_240,Switzerland,121103279,Large Risk,Large Transaction,
TX0000003837,India,985527,Property Purchase,6/9/13 20:00,Person_4077,Luxury Goods,Singapore,FALSE,Illegal,9,2,Bank_227,Cayman Islands,87711903,Large Risk,Large Transaction,
TX0000003838,Russia,2793657,Property Purchase,6/9/13 21:00,Person_6814,Casinos,Singapore,FALSE,Illegal,9,7,Bank_394,Luxembourg,248635473,Large Risk,Large Transaction,
TX0000003839,USA,2845814,Property Purchase,6/9/13 22:00,Person_4485,Construction,South Africa,FALSE,Illegal,2,4,Bank_432,Switzerland,253277446,Less Risk,Large Transaction,
TX0000003840,India,1842203,Cash Withdrawal,6/9/13 23:00,Person_7819,Arms Trade,South Africa,FALSE,Illegal,9,1,Bank_490,Bahamas,163956067,Large Risk,Large Transaction,
TX0000003841,USA,4887248,Offshore Transfer,6/10/13 0:00,Person_2041,Arms Trade,China,FALSE,Illegal,1,4,Bank_388,Panama,434965072,Less Risk,Large Transaction,
TX0000003842,UK,1048025,Offshore Transfer,6/10/13 1:00,Person_4377,Oil & Gas,India,FALSE,Illegal,7,3,Bank_30,Luxembourg,93274225,Medium Risk,Large Transaction,
TX0000003843,India,403568,Stocks Transfer,6/10/13 2:00,Person_6311,Real Estate,UK,FALSE,Legal,7,5,Bank_403,Bahamas,35917552,Medium Risk,Large Transaction,
TX0000003844,USA,4698314,Property Purchase,6/10/13 3:00,Person_9102,Casinos,South Africa,TRUE,Legal,6,3,Bank_398,Singapore,418149946,Medium Risk,Large Transaction,
TX0000003845,South Africa,4143003,Property Purchase,6/10/13 4:00,Person_1235,Oil & Gas,UK,FALSE,Illegal,10,6,Bank_409,Switzerland,368727267,Large Risk,Large Transaction,
TX0000003846,UK,3701669,Offshore Transfer,6/10/13 5:00,Person_211,Arms Trade,Russia,FALSE,Legal,4,9,Bank_158,Luxembourg,329448541,Less Risk,Large Transaction,
TX0000003847,USA,3709623,Cash Withdrawal,6/10/13 6:00,Person_1941,Luxury Goods,Switzerland,FALSE,Legal,6,2,Bank_234,Bahamas,330156447,Medium Risk,Large Transaction,
TX0000003848,UK,4978083,Cryptocurrency,6/10/13 7:00,Person_5725,Oil & Gas,Russia,FALSE,Illegal,6,0,Bank_401,Switzerland,443049387,Medium Risk,Large Transaction,
TX0000003849,China,3047287,Stocks Transfer,6/10/13 8:00,Person_694,Oil & Gas,Russia,TRUE,Legal,3,1,Bank_197,Luxembourg,271208543,Less Risk,Large Transaction,
TX0000003850,Singapore,227430,Property Purchase,6/10/13 9:00,Person_8180,Construction,Switzerland,FALSE,Illegal,2,5,Bank_262,Panama,20241270,Less Risk,Large Transaction,
TX0000003851,South Africa,1709657,Cash Withdrawal,6/10/13 10:00,Person_4340,Oil & Gas,Russia,FALSE,Illegal,2,7,Bank_394,Bahamas,152159473,Less Risk,Large Transaction,
TX0000003852,Singapore,4119921,Property Purchase,6/10/13 11:00,Person_5208,Real Estate,India,FALSE,Legal,2,2,Bank_349,Singapore,366672969,Less Risk,Large Transaction,
TX0000003853,Singapore,2066239,Stocks Transfer,6/10/13 12:00,Person_2550,Arms Trade,USA,FALSE,Illegal,9,3,Bank_429,Cayman Islands,183895271,Large Risk,Large Transaction,
TX0000003854,South Africa,2390546,Property Purchase,6/10/13 13:00,Person_3517,Finance,South Africa,FALSE,Illegal,3,7,Bank_183,Switzerland,212758594,Less Risk,Large Transaction,
TX0000003855,UAE,3992626,Cryptocurrency,6/10/13 14:00,Person_9425,Finance,Switzerland,TRUE,Illegal,4,9,Bank_8,Panama,355343714,Less Risk,Large Transaction,
TX0000003856,UK,3532517,Property Purchase,6/10/13 15:00,Person_1102,Oil & Gas,Russia,FALSE,Illegal,7,6,Bank_322,Panama,314394013,Medium Risk,Large Transaction,
TX0000003857,USA,4463935,Offshore Transfer,6/10/13 16:00,Person_758,Real Estate,Brazil,FALSE,Illegal,4,8,Bank_401,Cayman Islands,397290215,Less Risk,Large Transaction,
TX0000003858,Singapore,3892532,Stocks Transfer,6/10/13 17:00,Person_9376,Real Estate,Singapore,FALSE,Illegal,7,7,Bank_459,Switzerland,346435348,Medium Risk,Large Transaction,
TX0000003859,Switzerland,2477999,Property Purchase,6/10/13 18:00,Person_6339,Construction,USA,FALSE,Illegal,2,8,Bank_498,Panama,220541911,Less Risk,Large Transaction,
TX0000003860,Switzerland,3832921,Stocks Transfer,6/10/13 19:00,Person_6384,Construction,Switzerland,FALSE,Legal,8,5,Bank_352,Cayman Islands,341129969,Medium Risk,Large Transaction,
TX0000003861,South Africa,4207090,Stocks Transfer,6/10/13 20:00,Person_4605,Oil & Gas,Switzerland,TRUE,Illegal,4,3,Bank_287,Cayman Islands,374431010,Less Risk,Large Transaction,
TX0000003862,UAE,1374484,Property Purchase,6/10/13 21:00,Person_7696,Real Estate,UAE,FALSE,Illegal,5,3,Bank_339,Luxembourg,122329076,Medium Risk,Large Transaction,
TX0000003863,Russia,4053905,Cash Withdrawal,6/10/13 22:00,Person_6048,Luxury Goods,UK,FALSE,Illegal,10,6,Bank_87,Cayman Islands,360797545,Large Risk,Large Transaction,
TX0000003864,Singapore,4190705,Property Purchase,6/10/13 23:00,Person_674,Luxury Goods,South Africa,TRUE,Illegal,7,7,Bank_172,Bahamas,372972745,Medium Risk,Large Transaction,
TX0000003865,USA,82949,Cash Withdrawal,6/11/13 0:00,Person_1634,Construction,India,FALSE,Illegal,6,3,Bank_68,Switzerland,7382461,Medium Risk,Medium Transaction,
TX0000003866,Switzerland,3257989,Stocks Transfer,6/11/13 1:00,Person_9878,Oil & Gas,India,FALSE,Illegal,5,6,Bank_376,Switzerland,289961021,Medium Risk,Large Transaction,
TX0000003867,Russia,3587602,Property Purchase,6/11/13 2:00,Person_3270,Finance,Brazil,FALSE,Legal,2,3,Bank_406,Bahamas,319296578,Less Risk,Large Transaction,
TX0000003868,Singapore,4236432,Offshore Transfer,6/11/13 3:00,Person_4949,Arms Trade,China,TRUE,Legal,9,1,Bank_232,Singapore,377042448,Large Risk,Large Transaction,
TX0000003869,Singapore,101161,Property Purchase,6/11/13 4:00,Person_9896,Oil & Gas,UAE,FALSE,Illegal,8,6,Bank_224,Panama,9003329,Medium Risk,Medium Transaction,
TX0000003870,Switzerland,2088495,Cash Withdrawal,6/11/13 5:00,Person_9303,Arms Trade,Switzerland,FALSE,Illegal,9,8,Bank_467,Switzerland,185876055,Large Risk,Large Transaction,
TX0000003871,UK,2159436,Offshore Transfer,6/11/13 6:00,Person_1383,Arms Trade,Brazil,FALSE,Illegal,5,4,Bank_468,Switzerland,192189804,Medium Risk,Large Transaction,
TX0000003872,India,3400736,Cryptocurrency,6/11/13 7:00,Person_8332,Arms Trade,UAE,TRUE,Legal,4,7,Bank_261,Panama,302665504,Less Risk,Large Transaction,
TX0000003873,China,3415857,Cryptocurrency,6/11/13 8:00,Person_1792,Arms Trade,Brazil,FALSE,Illegal,7,5,Bank_452,Switzerland,304011273,Medium Risk,Large Transaction,
TX0000003874,Switzerland,3447258,Cash Withdrawal,6/11/13 9:00,Person_966,Arms Trade,USA,TRUE,Illegal,6,3,Bank_434,Panama,306805962,Medium Risk,Large Transaction,
TX0000003875,China,4809058,Cryptocurrency,6/11/13 10:00,Person_1607,Construction,South Africa,FALSE,Illegal,9,0,Bank_159,Panama,428006162,Large Risk,Large Transaction,
TX0000003876,USA,378679,Stocks Transfer,6/11/13 11:00,Person_8276,Casinos,South Africa,FALSE,Illegal,1,9,Bank_258,Cayman Islands,33702431,Less Risk,Large Transaction,
TX0000003877,India,4983376,Property Purchase,6/11/13 12:00,Person_2952,Real Estate,USA,FALSE,Legal,4,3,Bank_32,Switzerland,443520464,Less Risk,Large Transaction,
TX0000003878,South Africa,688081,Stocks Transfer,6/11/13 13:00,Person_3567,Construction,UK,FALSE,Illegal,1,8,Bank_472,Bahamas,61239209,Less Risk,Large Transaction,
TX0000003879,UAE,938241,Cryptocurrency,6/11/13 14:00,Person_2791,Real Estate,Singapore,FALSE,Legal,7,5,Bank_102,Switzerland,83503449,Medium Risk,Large Transaction,
TX0000003880,Russia,2789966,Cash Withdrawal,6/11/13 15:00,Person_2616,Luxury Goods,UK,FALSE,Legal,6,3,Bank_491,Switzerland,248306974,Medium Risk,Large Transaction,
TX0000003881,USA,4560502,Cash Withdrawal,6/11/13 16:00,Person_2725,Real Estate,Russia,FALSE,Illegal,7,2,Bank_207,Bahamas,405884678,Medium Risk,Large Transaction,
TX0000003882,India,4945775,Offshore Transfer,6/11/13 17:00,Person_6619,Finance,UK,FALSE,Illegal,7,5,Bank_390,Cayman Islands,440173975,Medium Risk,Large Transaction,
TX0000003883,USA,1745623,Stocks Transfer,6/11/13 18:00,Person_2257,Oil & Gas,Russia,FALSE,Illegal,1,7,Bank_438,Panama,155360447,Less Risk,Large Transaction,
TX0000003884,Brazil,3439856,Cryptocurrency,6/11/13 19:00,Person_1479,Casinos,South Africa,FALSE,Illegal,10,9,Bank_92,Switzerland,306147184,Large Risk,Large Transaction,
TX0000003885,Switzerland,2429788,Property Purchase,6/11/13 20:00,Person_8910,Casinos,Switzerland,FALSE,Illegal,8,1,Bank_329,Panama,216251132,Medium Risk,Large Transaction,
TX0000003886,USA,3230934,Cryptocurrency,6/11/13 21:00,Person_8832,Casinos,China,FALSE,Illegal,8,8,Bank_491,Bahamas,287553126,Medium Risk,Large Transaction,
TX0000003887,Switzerland,4619362,Cryptocurrency,6/11/13 22:00,Person_3702,Casinos,UAE,TRUE,Illegal,6,3,Bank_244,Cayman Islands,411123218,Medium Risk,Large Transaction,
TX0000003888,South Africa,4826268,Cash Withdrawal,6/11/13 23:00,Person_4232,Finance,Singapore,TRUE,Illegal,8,4,Bank_152,Panama,429537852,Medium Risk,Large Transaction,
TX0000003889,China,3529963,Property Purchase,6/12/13 0:00,Person_6499,Real Estate,UK,TRUE,Illegal,3,2,Bank_361,Cayman Islands,314166707,Less Risk,Large Transaction,
TX0000003890,Singapore,4913124,Property Purchase,6/12/13 1:00,Person_5017,Oil & Gas,China,FALSE,Illegal,4,9,Bank_386,Singapore,437268036,Less Risk,Large Transaction,
TX0000003891,Singapore,2920032,Cryptocurrency,6/12/13 2:00,Person_2403,Finance,UAE,FALSE,Illegal,8,5,Bank_144,Bahamas,259882848,Medium Risk,Large Transaction,
TX0000003892,Brazil,2848387,Cash Withdrawal,6/12/13 3:00,Person_3344,Luxury Goods,UK,FALSE,Illegal,6,4,Bank_393,Panama,253506443,Medium Risk,Large Transaction,
TX0000003893,Brazil,1649714,Cash Withdrawal,6/12/13 4:00,Person_6810,Real Estate,China,TRUE,Illegal,3,6,Bank_182,Luxembourg,146824546,Less Risk,Large Transaction,
TX0000003894,Brazil,68575,Stocks Transfer,6/12/13 5:00,Person_3036,Luxury Goods,Switzerland,FALSE,Legal,7,8,Bank_3,Panama,6103175,Medium Risk,Medium Transaction,
TX0000003895,India,2974441,Property Purchase,6/12/13 6:00,Person_2133,Arms Trade,Russia,FALSE,Legal,9,1,Bank_355,Cayman Islands,264725249,Large Risk,Large Transaction,
TX0000003896,Brazil,354337,Offshore Transfer,6/12/13 7:00,Person_347,Real Estate,UAE,FALSE,Illegal,4,8,Bank_361,Panama,31535993,Less Risk,Large Transaction,
TX0000003897,UAE,1358741,Offshore Transfer,6/12/13 8:00,Person_7550,Finance,Singapore,TRUE,Illegal,8,4,Bank_290,Switzerland,120927949,Medium Risk,Large Transaction,
TX0000003898,India,1001194,Cryptocurrency,6/12/13 9:00,Person_4369,Arms Trade,China,FALSE,Illegal,4,7,Bank_130,Panama,89106266,Less Risk,Large Transaction,
TX0000003899,India,1428493,Offshore Transfer,6/12/13 10:00,Person_8139,Real Estate,India,FALSE,Illegal,5,3,Bank_100,Cayman Islands,127135877,Medium Risk,Large Transaction,
TX0000003900,South Africa,3377290,Cash Withdrawal,6/12/13 11:00,Person_9462,Finance,China,FALSE,Illegal,5,1,Bank_225,Luxembourg,300578810,Medium Risk,Large Transaction,
TX0000003901,Brazil,1327610,Offshore Transfer,6/12/13 12:00,Person_6452,Finance,India,FALSE,Illegal,3,7,Bank_307,Cayman Islands,118157290,Less Risk,Large Transaction,
TX0000003902,Russia,63309,Cryptocurrency,6/12/13 13:00,Person_4179,Construction,India,FALSE,Illegal,1,4,Bank_104,Singapore,5634501,Less Risk,Medium Transaction,
TX0000003903,UK,1614167,Property Purchase,6/12/13 14:00,Person_2758,Real Estate,China,FALSE,Illegal,4,0,Bank_42,Bahamas,143660863,Less Risk,Large Transaction,
TX0000003904,UK,2071789,Stocks Transfer,6/12/13 15:00,Person_9479,Luxury Goods,South Africa,FALSE,Illegal,10,1,Bank_27,Bahamas,184389221,Large Risk,Large Transaction,
TX0000003905,India,4987425,Property Purchase,6/12/13 16:00,Person_2537,Finance,Russia,FALSE,Legal,2,2,Bank_322,Cayman Islands,443880825,Less Risk,Large Transaction,
TX0000003906,Switzerland,2819810,Cash Withdrawal,6/12/13 17:00,Person_5315,Construction,India,FALSE,Illegal,4,8,Bank_196,Panama,250963090,Less Risk,Large Transaction,
TX0000003907,Singapore,840941,Property Purchase,6/12/13 18:00,Person_515,Finance,USA,FALSE,Legal,8,9,Bank_436,Switzerland,74843749,Medium Risk,Large Transaction,
TX0000003908,Brazil,2119726,Stocks Transfer,6/12/13 19:00,Person_913,Arms Trade,UK,FALSE,Legal,3,5,Bank_214,Bahamas,188655614,Less Risk,Large Transaction,
TX0000003909,India,2440158,Cash Withdrawal,6/12/13 20:00,Person_9244,Arms Trade,Russia,FALSE,Illegal,8,3,Bank_345,Luxembourg,217174062,Medium Risk,Large Transaction,
TX0000003910,Singapore,4567780,Stocks Transfer,6/12/13 21:00,Person_7305,Construction,India,FALSE,Illegal,2,0,Bank_176,Luxembourg,406532420,Less Risk,Large Transaction,
TX0000003911,Russia,368869,Property Purchase,6/12/13 22:00,Person_5130,Finance,Singapore,FALSE,Legal,9,4,Bank_311,Singapore,32829341,Large Risk,Large Transaction,
TX0000003912,Switzerland,4881551,Stocks Transfer,6/12/13 23:00,Person_500,Oil & Gas,South Africa,FALSE,Illegal,3,7,Bank_143,Bahamas,434458039,Less Risk,Large Transaction,
TX0000003913,Brazil,652715,Offshore Transfer,6/13/13 0:00,Person_1095,Luxury Goods,China,FALSE,Legal,2,4,Bank_322,Panama,58091635,Less Risk,Large Transaction,
TX0000003914,China,1964887,Cash Withdrawal,6/13/13 1:00,Person_2887,Luxury Goods,India,FALSE,Legal,3,1,Bank_266,Switzerland,174874943,Less Risk,Large Transaction,
TX0000003915,Singapore,1308533,Offshore Transfer,6/13/13 2:00,Person_451,Arms Trade,South Africa,FALSE,Legal,6,5,Bank_258,Panama,116459437,Medium Risk,Large Transaction,
TX0000003916,UAE,3367778,Cryptocurrency,6/13/13 3:00,Person_3569,Casinos,Switzerland,FALSE,Illegal,9,1,Bank_188,Luxembourg,299732242,Large Risk,Large Transaction,
TX0000003917,Brazil,2945869,Stocks Transfer,6/13/13 4:00,Person_8593,Luxury Goods,Switzerland,FALSE,Illegal,1,1,Bank_161,Bahamas,262182341,Less Risk,Large Transaction,
TX0000003918,Switzerland,4991393,Cash Withdrawal,6/13/13 5:00,Person_5476,Luxury Goods,Brazil,FALSE,Illegal,2,1,Bank_471,Bahamas,444233977,Less Risk,Large Transaction,
TX0000003919,Switzerland,3590543,Cash Withdrawal,6/13/13 6:00,Person_3743,Arms Trade,UK,FALSE,Illegal,1,9,Bank_338,Panama,319558327,Less Risk,Large Transaction,
TX0000003920,Russia,3618216,Cash Withdrawal,6/13/13 7:00,Person_7511,Real Estate,UAE,FALSE,Legal,10,4,Bank_365,Luxembourg,322021224,Large Risk,Large Transaction,
TX0000003921,China,2287684,Offshore Transfer,6/13/13 8:00,Person_5654,Oil & Gas,India,FALSE,Legal,8,8,Bank_420,Bahamas,203603876,Medium Risk,Large Transaction,
TX0000003922,South Africa,2020370,Stocks Transfer,6/13/13 9:00,Person_5468,Arms Trade,Brazil,FALSE,Legal,7,9,Bank_266,Luxembourg,179812930,Medium Risk,Large Transaction,
TX0000003923,China,2624726,Property Purchase,6/13/13 10:00,Person_6955,Luxury Goods,India,TRUE,Legal,1,9,Bank_52,Bahamas,233600614,Less Risk,Large Transaction,
TX0000003924,India,4087828,Cash Withdrawal,6/13/13 11:00,Person_6521,Casinos,India,FALSE,Illegal,4,3,Bank_65,Singapore,363816692,Less Risk,Large Transaction,
TX0000003925,UAE,367190,Property Purchase,6/13/13 12:00,Person_8154,Construction,Brazil,FALSE,Illegal,5,5,Bank_268,Singapore,32679910,Medium Risk,Large Transaction,
TX0000003926,China,1707738,Property Purchase,6/13/13 13:00,Person_6418,Luxury Goods,China,FALSE,Illegal,2,8,Bank_345,Singapore,151988682,Less Risk,Large Transaction,
TX0000003927,UAE,1307075,Stocks Transfer,6/13/13 14:00,Person_2203,Luxury Goods,Singapore,FALSE,Legal,4,6,Bank_174,Panama,116329675,Less Risk,Large Transaction,
TX0000003928,Switzerland,833453,Offshore Transfer,6/13/13 15:00,Person_4938,Real Estate,UAE,FALSE,Legal,3,9,Bank_138,Singapore,74177317,Less Risk,Large Transaction,
TX0000003929,Russia,4151351,Cash Withdrawal,6/13/13 16:00,Person_5454,Casinos,Singapore,FALSE,Illegal,8,7,Bank_121,Panama,369470239,Medium Risk,Large Transaction,
TX0000003930,Switzerland,2993096,Stocks Transfer,6/13/13 17:00,Person_5713,Construction,Switzerland,FALSE,Legal,4,9,Bank_151,Luxembourg,266385544,Less Risk,Large Transaction,
